Class,Sentence 1,Sentence 2,Similarity Score,Negation Count S1,Negation Count S2,Variation Type
Class 3,A file system organizes data efficiently.,Sorting algorithms not arrange elements in order.,23.89,0,1,Multiple negations S2
Class 3,A file system organizes data efficiently.,Sorting algorithms arrange do not elements in order.,40.62,0,2,Odd negations - no cancel
Class 3,A file system does not organiz data efficiently.,Sorting algorithms arrange elements in order.,40.62,2,0,Multiple negations S1
Class 3,CPU scheduling optimizes process execution.,Hashing maps keys to specific locations in a table.,43.90192083,0,0,Original
Class 3,CPU scheduling does not optimiz process execution.,Hashing maps keys to do not specific locations in a table.,40.39,2,2,Even negations - cancel
Class 3,CPU scheduling does not optimiz process execution.,Hashing maps keys to specific locations in a table.,40.39,2,0,Multiple negations S1
Class 3,CPU scheduling does not optimiz process execution.,Hashing maps not keys to specific locations in a table.,28.54,2,1,Even negations - cancel
Class 3,CPU scheduling does not optimiz process execution.,Hashing maps do not keys to specific do not locations in a table.,40.39,2,4,Odd negations - no cancel
Class 3,Multi-threading improves application performance.,Dijkstraas algorithm finds the shortest path in a graph.,47.74434267,0,0,Original
Class 3,Multi-threading does not improv application performance.,Dijkstraas algorithm finds the not shortest path in a graph.,23.87,2,1,Odd negations - no cancel
Class 3,Multi-threading does not improv application performance.,Dijkstraas algorithm not finds the shortest do not path in a graph.,23.87,2,3,Even negations - cancel
Class 3,Multi-threading does not improv application performance.,Dijkstraas algorithm finds the shortest path in a graph.,40.58,2,0,Multiple negations S1
Class 3,Page tables store memory address mappings.,A binary search finds elements efficiently in sorted arrays.,44.1073307,0,0,Original
Class 3,Page tables do not store memory do not address mappings.,A binary do not search finds elements not efficiently in do not sorted arrays.,22.05,4,5,Odd negations - no cancel
Class 3,Page tables store memory not address mappings.,A binary not search finds elements efficiently in do not sorted arrays.,37.49,1,3,Odd negations - no cancel
Class 3,Page tables store memory do not address mappings.,A binary search finds elements efficiently in sorted arrays.,37.49,2,0,Single negation S1
Class 3,Page tables store memory address mappings.,A binary search not finds elements efficiently in sorted arrays.,22.05,0,1,Single negation S2
Class 3,Page tables store do not memory address mappings.,A binary search finds not elements efficiently in sorted arrays.,22.05,2,1,Odd negations - no cancel
Class 3,Disk scheduling improves input/output efficiency.,A priority queue arranges elements based on urgency.,49.35326767,0,0,Original
Class 3,Disk scheduling improves input/output efficiency.,A priority do not queue arranges elements not based on urgency.,24.68,0,3,Multiple negations S2
Class 3,Disk scheduling does not improv input/output efficiency.,A priority queue not arranges elements not based on urgency.,41.95,2,2,Odd negations - no cancel
Class 3,Disk scheduling does not improv input/output efficiency.,A priority queue do not arranges elements do not based on urgency.,41.95,2,4,Even negations - cancel
Class 3,Disk scheduling does not improv input/output efficiency.,A priority queue arranges elements based on urgency.,41.95,2,0,Multiple negations S1
Class 3,Disk scheduling improves input/output efficiency.,A priority queue arranges do not elements based on urgency.,41.95,0,2,Odd negations - no cancel
Class 3,Semaphore operations synchronize concurrent processes.,A circular queue implements a FIFO structure with wrap-around.,47.44020645,0,0,Original
Class 3,Semaphore operations synchronize concurrent does not process.,A circular do not queue implements a do not FIFO structure with wrap-around.,40.32,2,4,Odd negations - no cancel
Class 3,Semaphore operations synchronize concurrent does not process.,A circular queue implements a not FIFO structure with wrap-around.,23.72,2,1,Odd negations - no cancel
Class 3,Semaphore operations synchronize concurrent does not process.,A circular queue not implements a not FIFO structure with wrap-around.,40.32,2,2,Odd negations - no cancel
Class 3,Semaphore operations synchronize concurrent does not process.,A circular not queue implements a not FIFO structure with wrap-around.,40.32,2,2,Even negations - cancel
Class 3,Semaphore operations synchronize concurrent does not process.,A circular queue implements a FIFO structure with wrap-around.,40.32,2,0,Multiple negations S1
Class 4,A CPU register stores small amounts of data.,A semaphore can synchronize processes.,20.68687122,0,0,Original
Class 4,A CPU register stores small amounts of data.,A semaphore can't synchronize processes.,10.34,0,1,Single negation S2
Class 4,A CPU register not stores small amounts of data.,A semaphore can synchronize processes.,10.34,1,0,Multiple negations S1
Class 4,A CPU register stores not small amounts of data.,A semaphore can synchronize processes.,10.34,1,0,Multiple negations S1
Class 4,A CPU register stores small amounts of data.,A semaphore can't synchronize does not process.,10.34,0,3,Multiple negations S2
Class 4,A CPU register do not stores small amounts of data.,A semaphore can synchronize processes.,17.58,2,0,Odd negations - no cancel
Class 4,The operating system provides an interface for users.,A binary tree has at most two children per node.,36.46072591,0,0,Original
Class 4,The operating system does not provid an not interface for users.,A binary tree hasn't at most do not two children per node.,30.99,3,3,Odd negations - no cancel
Class 4,The operating system provides an interface for users.,A binary tree hasn't at most two children per node.,18.23,0,1,Odd negations - no cancel
Class 4,The operating system does not provid an interface for users.,A binary tree hasn't at most two children per node.,18.23,2,1,Even negations - cancel
Class 4,The operating system does not provid an interface for users.,A binary tree has at most two children per node.,30.99,2,0,Single negation S1
Class 4,Cache memory speeds up data access.,A queue follows the FIFO principle.,22.78507171,0,0,Original
Class 4,Cache memory speeds do not up data access.,A queue does not follow the do not FIFO principle.,19.37,2,4,Odd negations - no cancel
Class 4,Cache memory speeds up not data access.,A queue does not follow the FIFO principle.,11.39,1,2,Odd negations - no cancel
Class 4,Cache memory speeds do not up data access.,A queue does not follow the not FIFO principle.,11.39,2,3,Even negations - cancel
Class 4,Cache memory speeds up not data access.,A queue does not follow the not FIFO principle.,19.37,1,3,Odd negations - no cancel
Class 4,Cache memory speeds up do not data access.,A queue does not follow the not FIFO principle.,11.39,2,3,Even negations - cancel
Class 4,The producer-consumer problem involves synchronization.,Graph traversal techniques include BFS and DFS.,22.78610408,0,0,Original
Class 4,The producer-consumer not problem involves synchronization.,Graph traversal techniques include BFS and DFS.,11.39,1,0,Single negation S1
Class 4,The producer-consumer do not problem involves synchronization.,Graph traversal techniques include BFS not and DFS.,11.39,2,1,Odd negations - no cancel
Class 4,The producer-consumer do not problem involves synchronization.,Graph traversal techniques include do not BFS and DFS.,19.37,2,2,Even negations - cancel
Class 4,The producer-consumer problem involves synchronization.,Graph traversal not techniques include BFS not and DFS.,19.37,0,2,Multiple negations S2
Class 4,The producer-consumer problem involves synchronization.,Graph traversal techniques include BFS not and DFS.,11.39,0,1,Odd negations - no cancel
Class 4,A kernel manages hardware resources.,The linked list supports dynamic memory allocation.,39.98750954,0,0,Original
Class 4,A kernel does not manag hardware resources.,The linked list not supports dynamic not memory allocation.,33.99,2,2,Odd negations - no cancel
Class 4,A kernel manages hardware resources.,The linked list not supports dynamic not memory allocation.,33.99,0,2,Multiple negations S2
Class 4,A kernel does not manag hardware resources.,The linked list supports not dynamic memory allocation.,19.99,2,1,Even negations - cancel
Class 4,A kernel does not manag hardware resources.,The linked list supports do not dynamic memory allocation.,33.99,2,2,Even negations - cancel
